ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.02375,0.02195,0.02374,0.02193,0.07139,0.13861,0.07354,0.14035,0.9998,0.99961,0.99979,0.99961,0.97492,0.95266,0.97479,0.95241,0.10868,0.12902,0.11253,0.13589
