ASM 0,ASM 45,ASM 90,ASM 135,Contrast 0,Contrast 45,Contrast 90,Contrast 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135,IDM 0,IDM 45,IDM 90,IDM 135,Entropy 0,Entropy 45,Entropy 90,Entropy 135
0.02011,0.01595,0.02077,0.01595,1.08515,2.11636,1.14713,2.107,0.99534,0.99091,0.99507,0.99095,0.89707,0.82454,0.90253,0.82474,0.61948,0.70882,0.62561,0.71276
